area_type,size,bathroom,parking,balcony,price,total_sqft,hospital_nearby,school_nearby,mall_nearby,resale,location
Plot  Area,3 BHK,3,1,1,9800000,1475,No,No,Yes,0,TC Palaya
Carpet  Area,2 BHK,2,2,2,4700000,950,No,No,No,0,Maruthi Sevanagar
Super built-up  Area,4 BHK,4,2,0,12000000,2000,No,No,Yes,0,RMV 2nd Stage
Plot  Area,3 BHK,3,1,1,14000000,880,Yes,No,Yes,1,Giri Nagar
Super built-up  Area,4 BHK,3,1,2,10400000,1863,No,Yes,Yes,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,2,1,2950000,1010,No,Yes,No,0,Singasandra
Super built-up  Area,3 BHK,2,1,1,7000000,1425,Yes,Yes,Yes,1,Kalena Agrahara
Super built-up  Area,3 BHK,3,2,0,10000000,1450,No,No,Yes,1,Vijayanagar
Super built-up  Area,3 BHK,3,1,2,10500000,1847,Yes,Yes,Yes,0,Kothanur
Super built-up  Area,2 BHK,2,1,3,4500000,1100,No,Yes,Yes,1,AECS Layout
Super built-up  Area,1 BHK,1,2,1,2600000,525,No,No,No,0,Kanakpura Road
Super built-up  Area,3 BHK,3,1,2,9500000,1665,Yes,No,No,0,Mallasandra
Super built-up  Area,4 BHK,4,2,3,6500000,1664,No,No,No,1,Begur
Super built-up  Area,3 BHK,3,2,3,15000000,1850,No,Yes,No,0,JP Nagar
Super built-up  Area,2 BHK,2,1,3,10000000,1438,No,No,No,1,Panathur
Super built-up  Area,3 BHK,3,1,3,11500000,1560,No,No,No,1,Sunder Ram Shetty Nagar
Super built-up  Area,2 BHK,2,1,1,5555000,1350,No,No,No,0,Yelahanka
Super built-up  Area,3 BHK,3,1,3,6700000,1550,No,No,No,0,Kanakpura Road
Super built-up  Area,2 BHK,2,2,2,4650000,1140,No,No,No,1,Malleshpalya
Plot  Area,5 BHK,5,1,2,18000000,1200,No,No,Yes,1,Srirampura
Super built-up  Area,2 BHK,2,1,2,2700000,850,Yes,Yes,Yes,1,Kodathi
Super built-up  Area,2 BHK,2,2,2,7500000,1280,No,Yes,No,1,Whitefield
Built-up  Area,2 BHK,2,1,2,5200000,1170,No,Yes,No,0,Munnekollal
Super built-up  Area,2 BHK,2,2,1,5100000,1113,No,No,Yes,1,Motappa Layout
Super built-up  Area,2 BHK,2,2,1,8309000,1385,No,No,No,1,Hennur Road
Super built-up  Area,2 BHK,2,2,1,6500000,1128,No,Yes,Yes,1,Electronic City
Plot  Area,2 BHK,2,1,2,12800000,1200,Yes,Yes,No,1,Marathahalli
Plot  Area,4 BHK,4,2,3,16500000,1200,No,No,Yes,1,Akshaya Vana
Super built-up  Area,3 BHK,3,1,2,41500000,2390,Yes,No,Yes,0,Rajaji Nagar
Plot  Area,4 BHK,4,1,1,40000000,2400,Yes,No,Yes,0,Giri Nagar
Super built-up  Area,3 BHK,3,2,2,5600000,1464,Yes,No,Yes,1,Haralur Road
Super built-up  Area,2 BHK,2,1,2,5500000,1200,No,No,No,1,Manayata Tech Park
Super built-up  Area,2 BHK,2,2,2,5200000,1200,No,Yes,No,1,Kaval Byrasandra
Super built-up  Area,3 BHK,2,1,1,5500000,1150,Yes,No,No,0,Kaggalipura
Built-up  Area,3 BHK,3,1,2,9500000,1645,Yes,Yes,No,1,Basavanna Nagar
Super built-up  Area,2 BHK,2,1,1,6700000,1000,No,Yes,No,1,Sarjapur  Road
Plot  Area,4 BHK,4,1,2,19800000,2650,Yes,Yes,Yes,1,Haralur Road
Super built-up  Area,2 BHK,2,2,2,7400000,1192,No,No,Yes,0,6th Phase JP Nagar
Super built-up  Area,3 BHK,3,2,2,21500000,2135,Yes,No,No,0,Ulsoor
Super built-up  Area,2 BHK,2,2,1,5800000,1173,Yes,Yes,Yes,0,Whitefield
Built-up  Area,2 BHK,2,1,2,4500000,1020,Yes,No,No,1,Uttarahalli
Super built-up  Area,4 BHK,6,2,2,23000000,3122,Yes,No,No,0,Thigalarapalya
Super built-up  Area,3 BHK,3,2,3,6400000,1600,No,No,Yes,0,Somasundara Palya
Plot  Area,2 BHK,2,1,0,7900000,1200,Yes,No,No,0,T.C PALYA
Carpet  Area,2 BHK,2,2,3,4800000,1230,No,No,Yes,1,Muneshwara Nagar
Super built-up  Area,2 BHK,2,1,2,4000000,1250,No,No,No,1, Devarachikkanahalli
Super built-up  Area,2 BHK,2,2,2,7600000,1325,Yes,No,No,0,Kalena Agrahara
Built-up  Area,3 BHK,3,1,1,15000000,1850,No,No,Yes,0,7th Phase JP Nagar
Super built-up  Area,1 BHK,,1,,2153000,525,No,Yes,Yes,0,Kanakpura Road
Super built-up  Area,2 BHK,2,2,2,6500000,1200,No,No,No,1,Basaveshwara Nagar
Plot  Area,3 BHK,2,1,0,14000000,1350,No,No,No,1,Bull Temple Road
Super built-up  Area,3 BHK,3,1,1,4936000,1260,No,No,No,0,Bommasandra
Super built-up  Area,3 BHK,3,1,0,15000000,1800,No,Yes,Yes,1,Prashanth Nagar
Plot  Area,3 BHK,3,1,2,7400000,1100,No,No,No,0,Suragajakkanahalli
Built-up  Area,2 BHK,2,2,1,4325000,1100,No,No,Yes,0,Ardendale
Super built-up  Area,2 BHK,2,2,1,7700000,1508,No,No,Yes,0,Harlur
Carpet  Area,3 BHK,3,2,2,7500000,1592,Yes,Yes,Yes,0,Sampigehalli
Super built-up  Area,2 BHK,2,2,3,5700000,1388,Yes,No,Yes,0,Akshaya Nagar
Super built-up  Area,1 BHK,1,2,1,2835000,630,No,No,No,1,Electronic City Phase II
Plot  Area,3 BHK,3,1,2,36500000,2000,Yes,Yes,Yes,0,RMV
Super built-up  Area,3 BHK,3,2,1,12500000,1762,No,Yes,No,0,Banashankari3rd stage bigbazar
Super built-up  Area,2 BHK,2,1,2,5000000,950,No,Yes,No,0,Bagalur Main Road
Super built-up  Area,4 BHK,5,2,3,33500000,3252,Yes,No,No,0,Kodihalli
Super built-up  Area,2 BHK,2,2,1,5000000,1116,Yes,Yes,No,1,Magadi Road
Super built-up  Area,2 BHK,2,1,2,8904000,1308,Yes,No,No,1,Narayanapura
Super built-up  Area,3 BHK,3,1,0,9000000,1200,No,Yes,Yes,1,MS Pallya
Plot  Area,4 BHK,4,2,2,23000000,1500,No,No,Yes,0,Binny Mills Employees Colony
Built-up  Area,1 BHK,1,1,1,1850000,500,No,No,Yes,1,Bannerghatta Road
Super built-up  Area,2 BHK,2,1,1,5200000,1075,No,Yes,Yes,0,Hennur
Super built-up  Area,1 BHK,1,1,0,1166000,530,No,No,Yes,0,Chandapura
Built-up  Area,2 BHK,2,1,3,6600000,1205,No,No,No,0,Bellandur
Super built-up  Area,2 BHK,2,2,2,6000000,1075,Yes,Yes,No,0,5th Phase JP Nagar
Built-up  Area,2 BHK,2,2,2,3900000,930,No,No,No,1,KR Puram
Super built-up  Area,2 BHK,2,1,1,6000000,1380,Yes,Yes,No,1,Balagere
Super built-up  Area,4 BHK,5,2,2,21200000,2483,Yes,Yes,No,0,Hebbal
Built-up  Area,2 BHK,2,1,2,5500000,1166,No,Yes,No,0,Kodigehaali
Super built-up  Area,2 BHK,2,1,1,6500000,1050,Yes,Yes,No,0,Bannerghatta Road
Super built-up  Area,3 BHK,3,1,2,27500000,2023.71,Yes,Yes,No,1,Gopalapura
Super built-up  Area,2 BHK,2,1,2,4680000,1200,No,Yes,No,1,Begur Road
Super built-up  Area,3 BHK,2,1,1,10800000,1600,Yes,No,Yes,0,Lakshminarayana Pura
Super built-up  Area,3 BHK,3,1,2,11000000,1935,No,No,Yes,0,Billekahalli
Super built-up  Area,1 BHK,1,2,0,2990000,451,No,Yes,Yes,1,8th Phase JP Nagar
Super built-up  Area,3 BHK,3,2,2,9500000,1800,No,Yes,No,0,Electronic City
Super built-up  Area,3 BHK,3,1,0,7700000,1400,Yes,No,No,1,Jalahalli
Super built-up  Area,3 BHK,3,2,2,11500000,1801,Yes,Yes,Yes,1,Hegde Nagar
Built-up  Area,2 BHK,2,1,,9000000,1451,No,No,No,0,Mahadevpura
Plot  Area,2 BHK,1,2,1,3600000,1200,Yes,No,No,0,Anekal
Super built-up  Area,2 BHK,2,1,2,4400000,1160,Yes,Yes,Yes,0,Begur Road
Built-up  Area,2 BHK,2,1,1,2500000,1000,No,No,No,0,Kengeri
Super built-up  Area,2 BHK,2,2,1,4000000,950,No,No,No,0,Kanakpura Road
Built-up  Area,3 BHK,3,2,2,7900000,1629,Yes,Yes,No,1,"Hoodi Circle, "
Built-up  Area,3 BHK,2,1,0,13400000,1580,No,Yes,Yes,0,Vijayanagar
Super built-up  Area,3 BHK,3,1,2,12100000,1826,No,No,No,0,Vijayanagar
Built-up  Area,2 BHK,2,1,1,9400000,1245,Yes,Yes,No,1,7th Phase JP Nagar
Super built-up  Area,2 BHK,2,1,2,4579000,1145,Yes,Yes,No,0,Raja Rajeshwari Nagar
Super built-up  Area,2 BHK,2,1,1,3300000,825,No,Yes,Yes,0,Sompura
Super built-up  Area,3 BHK,3,2,3,10800000,1693,Yes,No,Yes,1,Yeshwanthpur
Super built-up  Area,2 BHK,2,1,2,5300000,1113.27,No,No,No,0,Electronics City Phase 1
Built-up  Area,2 BHK,2,2,1,5800000,1460,No,Yes,No,1,Ashirvad Colony
Built-up  Area,2 BHK,2,2,1,3200000,1050,No,Yes,Yes,1,Doddathoguru
Built-up  Area,2 BHK,2,1,2,5500000,1260,No,Yes,No,0,Dodda Nekkundi
Super built-up  Area,6 BHK,3,2,,12000000,700,No,No,Yes,1,K N Extension
Built-up  Area,2 BHK,2,2,1,12000000,1656,No,Yes,Yes,1,Hosur Road
Super built-up  Area,3 BHK,3,2,1,4500000,1208,Yes,Yes,No,1,Chandapura
Super built-up  Area,3 BHK,3,2,2,16100000,1910,Yes,Yes,No,1,Whitefield
Super built-up  Area,4 BHK,4,2,1,23000000,3252,No,Yes,Yes,1,Whitefield
Plot  Area,2 BHK,2,1,1,6500000,1200,Yes,Yes,No,0,Battarahalli
Super built-up  Area,4 BHK,4,1,1,17500000,1200,No,No,Yes,0,Gokula Extension
Super built-up  Area,2 BHK,2,1,1,8200000,1175,Yes,No,Yes,1,7th Phase JP Nagar
Plot  Area,2 BHK,2,1,0,16500000,1000,Yes,No,Yes,0,Kamakshipalya
Plot  Area,4 BHK,2,2,0,12500000,1200,No,Yes,No,1,Bannerghatta Road
Super built-up  Area,3 BHK,3,1,2,41000000,2390,Yes,No,No,1,Rajaji Nagar
Super built-up  Area,3 BHK,3,2,3,220000000,2200,No,No,No,0,Rajaji Nagar
Plot  Area,2 BHK,1,1,1,6200000,550,Yes,No,No,1,Sultan Palaya
Super built-up  Area,1 BHK,1,0,0,1850000,450,No,No,No,1,Kengeri
Super built-up  Area,2 BHK,2,2,,3800000,1185,No,No,No,0,Sanne Amanikere
Super built-up  Area,2 BHK,2,2,1,3800000,750,No,No,Yes,0,Kengeri
Plot  Area,6 BHK,7,2,3,25000000,1200,No,No,No,1,Mahalakshmi Layout
Super built-up  Area,3 BHK,3,2,3,6450000,1550,No,Yes,No,1,Kanakpura Road
Built-up  Area,3 BHK,3,2,2,8800000,1760,Yes,Yes,Yes,0,Amco Colony
Super built-up  Area,2 BHK,2,2,2,6200000,1125,Yes,No,Yes,0,Billekahalli
Plot  Area,3 BHK,3,2,2,15000000,1350,No,No,No,0,Nagarbhavi
Plot  Area,2 BHK,2,1,1,5500000,1000,Yes,No,No,0,Anandapura
Built-up  Area,2 BHK,2,1,2,3148000,1090,Yes,Yes,No,0,Bommasandra Industrial Area
Plot  Area,2 BHK,2,2,0,6000000,1200,No,No,Yes,1,TC Palaya
Super built-up  Area,3 BHK,4,1,2,10300000,1991,No,No,No,1,Budigere
Super built-up  Area,2 BHK,2,1,1,2650000,1060,No,Yes,No,0,Bommasandra
Super built-up  Area,2 BHK,2,1,1,7500000,1105,Yes,No,Yes,1,Ambalipura
Built-up  Area,2 BHK,2,1,2,6700000,985,Yes,Yes,No,0,Hoodi
Plot  Area,6 BHK,5,1,3,8500000,1533,Yes,Yes,Yes,0,Chandapura
Super built-up  Area,3 BHK,3,2,2,7900000,1590,No,No,Yes,1,Balagere
Super built-up  Area,2 BHK,2,1,2,5500000,1120,Yes,Yes,No,1,CV Raman Nagar
Super built-up  Area,2 BHK,2,2,1,5500000,1069,Yes,Yes,No,0,Samethanahalli
Super built-up  Area,3 BHK,3,1,2,14000000,1933,No,Yes,No,1,Marathahalli
Built-up  Area,2 BHK,2,2,0,6900000,1194,No,No,No,0,Hosur Road
Super built-up  Area,2 BHK,2,2,3,6900000,1150,No,No,Yes,0,Brookefield
Super built-up  Area,2 BHK,2,2,2,4712000,1240,Yes,Yes,No,1,Yelenahalli
Super built-up  Area,2 BHK,2,1,2,4810000,1419,No,Yes,Yes,1,Raja Rajeshwari Nagar
Plot  Area,8 BHK,8,2,,25000000,1200,No,Yes,Yes,0,7th Phase JP Nagar
Super built-up  Area,3 BHK,4,2,,24000000,2150,No,Yes,No,0,Richmond Town
Super built-up  Area,3 BHK,3,2,2,5500000,1450,Yes,No,No,0,Suddaguntepalya
Super built-up  Area,3 BHK,3,2,2,6829000,1630,Yes,Yes,Yes,1,Udayapur Village
Super built-up  Area,2 BHK,1,2,1,4000000,708,No,Yes,No,0,Dasanapura
Plot  Area,3 BHK,4,1,3,11000000,1000,Yes,No,Yes,1,Kasavanhalli
Plot  Area,3 BHK,3,2,3,70000000,1360,No,Yes,Yes,1,Whitefield
Super built-up  Area,2 BHK,2,2,1,7600000,1250,Yes,No,Yes,0,Bellandur
Super built-up  Area,3 BHK,2,2,1,9500000,1400,No,Yes,No,0,7th Phase JP Nagar
Super built-up  Area,3 BHK,2,1,3,5700000,1670,No,No,Yes,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,2,2,10000000,1750,Yes,Yes,Yes,1,Ardendale
Super built-up  Area,2 BHK,2,1,1,7100000,1404,No,Yes,No,0,Vittasandra
Super built-up  Area,3 BHK,2,2,2,9500000,1715,Yes,No,No,1,Hoodi
Built-up  Area,1 BHK,1,2,1,3465000,630,No,No,No,1,Electronic City
Super built-up  Area,3 BHK,3,2,2,13500000,1752.12,No,No,Yes,1,Harlur
Super built-up  Area,3 BHK,3,1,2,7800000,1650,No,No,No,1,Hulimavu
Super built-up  Area,2 BHK,2,1,1,5547000,1295,Yes,No,Yes,0,Raja Rajeshwari Nagar
Plot  Area,3 BHK,3,1,2,25200000,1800,No,No,Yes,1,Giri Nagar
Super built-up  Area,2 BHK,2,1,1,7403000,1346,No,No,No,1,Sarjapur  Road
Plot  Area,4 BHK,4,2,2,20000000,1200,Yes,Yes,Yes,1,Thippasandra
Super built-up  Area,2 BHK,2,2,2,5500000,1150,No,Yes,No,1,Hormavu
Built-up  Area,4 BHK,4,2,3,32500000,3309,No,Yes,Yes,0,Chikkabidarakallu
Super built-up  Area,3 BHK,2,2,2,3035000,1190,No,No,Yes,1,Chandapura
Super built-up  Area,3 BHK,3,2,2,9800000,1620,No,No,Yes,1,AECS Layout
Super built-up  Area,2 BHK,2,1,1,4696000,950,No,No,No,1,Marathahalli
Super built-up  Area,11 BHK,9,2,3,36000000,5000,Yes,Yes,Yes,1,1 Giri Nagar
Super built-up  Area,3 BHK,3,2,0,12000000,2450,No,No,Yes,1,Harlur
Super built-up  Area,3 BHK,2,2,1,3523000,1220,No,No,No,0,Electronic City Phase II
Super built-up  Area,2 BHK,2,2,1,3000000,850,No,No,No,0,Hoysalanagar
Built-up  Area,2 BHK,2,1,2,6300000,1020,Yes,No,Yes,0,Padmanabhanagar
Built-up  Area,2 BHK,2,2,2,5000000,1100,Yes,No,No,1,Chikkalasandra
Super built-up  Area,2 BHK,2,2,2,12600000,1150,No,No,No,0,Defence Colony
Super built-up  Area,3 BHK,2,1,2,13000000,1760,Yes,No,Yes,1,Hebbal
Super built-up  Area,3 BHK,3,2,3,11000000,1800,Yes,No,Yes,1,Ambalipura
Super built-up  Area,2 BHK,2,2,1,5400000,1070,Yes,No,Yes,1,Akshaya Nagar
Plot  Area,4 BHK,4,1,2,22000000,1500,No,Yes,No,1,2nd Stage Nagarbhavi
Plot  Area,2 BHK,2,1,0,9500000,1440,No,No,Yes,0,Vidyaranyapura
Super built-up  Area,2 BHK,2,2,1,4000000,900,No,Yes,Yes,1,Amruthahalli
Built-up  Area,4 BHK,4,1,1,23000000,1200,No,No,No,0,ITI Employees Layout
Super built-up  Area,2 BHK,2,2,1,4216000,1130,Yes,No,Yes,1,Whitefield
Super built-up  Area,2 BHK,2,1,1,16500000,1320,No,Yes,No,0,Koramangala
Super built-up  Area,2 BHK,2,2,1,9800000,1270,Yes,Yes,No,1,Kodigehalli
Built-up  Area,2 BHK,2,1,1,6200000,1200,No,No,No,0,Patelappa Layout
Super built-up  Area,4 BHK,4,1,,23500000,4800,No,Yes,Yes,0,Ring Road Nagarbhavi
Super built-up  Area,2 BHK,2,1,1,7400000,1200,No,No,Yes,1,NS Palya
Super built-up  Area,2 BHK,2,1,0,5017000,929,No,No,Yes,0,Subramanyapura
Built-up  Area,4 BHK,4,2,2,26000000,1150,No,Yes,Yes,1,RMV 2nd Stage
Plot  Area,4 BHK,4,2,3,18000000,1125,No,Yes,Yes,1,Basavangudi
Plot  Area,5 BHK,3,1,2,6500000,500,No,No,No,0,Kenchenahalli
Plot  Area,5 BHK,5,2,2,19000000,1200,Yes,No,Yes,0,3rd Block Hrbr Layout
Super built-up  Area,3 BHK,3,1,2,5600000,1464,No,Yes,No,1,KUDLU MAIN ROAD
Super built-up  Area,4 BHK,4,1,3,40000000,3600,No,No,No,0,7th Phase JP Nagar
Plot  Area,4 BHK,4,1,2,9900000,2000,Yes,Yes,Yes,0,Bank Avenue
Super built-up  Area,2 BHK,2,2,1,4900000,1208,No,Yes,No,1,Chikkalasandra
Super built-up  Area,2 BHK,2,1,2,6000000,1130,No,No,No,1,Hebbal Kempapura
Super built-up  Area,3 BHK,3,2,2,12000000,1753,Yes,No,Yes,1,Surabhi Layout
Super built-up  Area,5 BHK,7,1,3,33700000,4500,No,Yes,No,0,Old Madras Road
Plot  Area,3 BHK,3,2,2,5800000,600,Yes,Yes,Yes,1,Banjara Layout
Super built-up  Area,2 BHK,2,1,2,9442000,1196,Yes,Yes,No,0,Hoodi
Built-up  Area,2 BHK,3,2,3,5250000,1150,Yes,No,No,1,5th Phase JP Nagar
Super built-up  Area,2 BHK,2,1,1,6300000,1128,Yes,Yes,Yes,1,Electronic City
Super built-up  Area,2 BHK,2,1,1,5300000,1000,No,Yes,Yes,1,Omkar Nagar
Super built-up  Area,2 BHK,2,2,1,4500000,1035,Yes,No,No,0,Yelahanka
Built-up  Area,2 BHK,2,1,1,3200000,950,No,No,No,0,Kereguddadahalli
Super built-up  Area,3 BHK,2,2,1,3600000,1075,No,No,Yes,1,Bisuvanahalli
Super built-up  Area,2 BHK,2,1,1,4850000,1040,Yes,No,Yes,1,Whitefield
Plot  Area,2 BHK,2,1,1,4500000,720,Yes,No,Yes,1,Maragondanahalli
Super built-up  Area,3 BHK,3,1,1,9500000,1511,No,Yes,Yes,1,Lingadheeranahalli
Built-up  Area,3 BHK,3,2,1,5800000,1300,No,No,No,0,Silk Board
Super built-up  Area,3 BHK,3,2,1,6875000,1545,No,No,Yes,1,Hoodi
Built-up  Area,1 BHK,1,1,0,2600000,550,Yes,Yes,No,0,Shampura
Super built-up  Area,2 BHK,2,1,3,3800000,1062,No,No,Yes,0,Vidyaranyapura
Super built-up  Area,2 BHK,2,2,1,4000000,1115,No,Yes,Yes,0,Kada Agrahara
Super built-up  Area,2 BHK,2,2,1,3500000,1000,No,Yes,Yes,1,JP Nagar
Super built-up  Area,2 BHK,2,2,1,4500000,883,No,No,No,1,Kambipura
Super built-up  Area,2 BHK,2,2,1,7000000,1195,No,No,No,0,Sarjapur  Road
Plot  Area,4 BHK,3,1,1,16500000,1200,Yes,No,No,0,BHEL Layout
Built-up  Area,1 BHK,1,2,0,4100000,700,Yes,Yes,No,0,Medahalli
Super built-up  Area,2 BHK,2,2,1,6700000,1246,No,Yes,No,0,Vittasandra
Plot  Area,4 BHK,4,2,2,9000000,660,No,Yes,No,1,8th Phase JP Nagar
Plot  Area,4 BHK,4,1,2,14500000,8500,Yes,Yes,No,0,Banashankari Stage III
Super built-up  Area,4 BHK,4,2,1,8000000,1600,Yes,Yes,No,1,Kashi Nagar
Super built-up  Area,4 BHK,5,2,3,15400000,2805,No,No,No,0,Haralur Road
Super built-up  Area,3 BHK,3,2,,6500000,1584,Yes,No,No,0,Begur Road
Plot  Area,4 BHK,5,2,1,27500000,3000,Yes,No,Yes,0,Sector 7 HSR Layout
Built-up  Area,3 BHK,2,2,2,4800000,1175,Yes,Yes,Yes,1,Hosur Road
Built-up  Area,3 BHK,3,2,2,11500000,1595,Yes,Yes,No,1,"Yemlur, Old Airport Road, "
Super built-up  Area,2 BHK,2,2,2,11000000,1353,Yes,No,No,1,VHBCS Layout
Super built-up  Area,3 BHK,3,1,2,12500000,1599,Yes,No,No,1,Electronic City
Super built-up  Area,2 BHK,2,2,1,7000000,1150,Yes,No,Yes,0,Whitefield
Super built-up  Area,4 BHK,6,2,1,46500000,5230,No,Yes,Yes,1,Jakkur
Super built-up  Area,2 BHK,2,2,2,4274000,1155,Yes,Yes,No,0,KR Puram
Built-up  Area,1 BHK,2,2,0,8500000,1200,No,Yes,No,1,Ittamadu
Super built-up  Area,2 BHK,2,1,1,2500000,1000,Yes,Yes,No,1,Electronic City Phase II
Super built-up  Area,4 BHK,4,2,,12000000,3000,No,No,No,1,Thanisandra
Built-up  Area,3 BHK,3,2,1,16000000,1867,Yes,Yes,Yes,1,Rajiv Nagar
Super built-up  Area,2 BHK,2,1,1,4700000,1251,No,No,Yes,1,Ramagondanahalli
Super built-up  Area,2 BHK,2,1,1,4550000,1028,Yes,No,No,0,Gattahalli
Super built-up  Area,2 BHK,2,2,2,4500000,1222,No,Yes,No,0,Arekere
Super built-up  Area,3 BHK,2,2,1,6600000,1170,No,Yes,Yes,0,Bannerghatta Road
Super built-up  Area,3 BHK,4,1,1,24500000,2400,No,Yes,No,0,Hebbal
Super built-up  Area,3 BHK,2,1,2,4848000,1385,No,No,Yes,1,Ramanjaneyanagar
Super built-up  Area,2 BHK,2,1,1,6800000,1372,Yes,No,Yes,1,HSR Layout
Super built-up  Area,3 BHK,2,2,2,4900000,1282,Yes,Yes,Yes,1,Magadi Road
Super built-up  Area,9 BHK,9,2,3,21000000,5000,Yes,No,No,1,Mico Layout
Built-up  Area,5 BHK,3,1,1,52800000,3000,Yes,No,Yes,1,7th Block Jayanagar
Super built-up  Area,2 BHK,2,2,1,3973000,1135,Yes,No,No,1,Kanakpura Road
Built-up  Area,3 BHK,3,2,2,10100000,1768,Yes,No,Yes,0,Whitefield
Built-up  Area,3 BHK,2,1,1,9000000,1325,No,No,No,0,Byatarayanapura
Super built-up  Area,3 BHK,3,1,2,9900000,1599,Yes,No,No,1,Electronic City
Plot  Area,3 BHK,3,2,1,6195000,1500,No,Yes,Yes,1,Whitefield
Plot  Area,3 BHK,3,1,0,49900000,2610,Yes,No,No,1,2nd Phase JP Nagar
Super built-up  Area,2 BHK,2,2,2,6300000,1286,No,No,Yes,0,Uttarahalli
Built-up  Area,5 BHK,5,1,1,14000000,2845,Yes,No,No,1,Kammanahalli
Super built-up  Area,3 BHK,2,2,,5000000,1600,Yes,Yes,No,1,K G Colony
Super built-up  Area,2 BHK,2,2,0,6377000,1317.5,Yes,Yes,No,0,Hennur Road
Super built-up  Area,3 BHK,5,2,2,26000000,3450,No,Yes,No,0,Hebbal
Super built-up  Area,2 BHK,2,1,2,5367000,1102,No,No,Yes,1,Munnekollal
Super built-up  Area,2 BHK,2,2,2,5400000,1350,Yes,Yes,Yes,0,Yelahanka
Super built-up  Area,3 BHK,2,1,2,4200000,1200,No,No,No,1,Banashankari
Plot  Area,6 BHK,6,1,0,14500000,1300,Yes,No,Yes,1,Hosa Road
Plot  Area,2 BHK,1,1,1,8000000,1800,No,Yes,No,1,Herohalli
Built-up  Area,2 BHK,2,1,1,4000000,950,No,No,No,0,Chikkabanavar
Super built-up  Area,1 BHK,1,1,1,2725000,525,No,No,No,0,Kanakpura Road
Built-up  Area,2 BHK,2,1,1,2500000,656,Yes,No,No,1,Attibele
Plot  Area,4 BHK,4,2,3,17500000,1780,Yes,Yes,Yes,0,Marathahalli
Super built-up  Area,2 BHK,2,1,1,8000000,1056,No,Yes,No,0,3rd Block Hrbr Layout
Super built-up  Area,1 BHK,1,2,1,3332000,595,Yes,Yes,No,0,Bannerghatta Road
Built-up  Area,2 BHK,2,1,2,5000000,1080,No,No,Yes,1,Ittamadu
Super built-up  Area,3 BHK,3,1,1,16000000,2225,No,Yes,Yes,1,7th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,1,2815000,1126,Yes,No,Yes,0,Bommasandra
Super built-up  Area,3 BHK,3,2,1,8400000,1490,No,Yes,Yes,1,Electronics City Phase 1
Plot  Area,4 BHK,4,1,1,30000000,2000,Yes,Yes,No,1,HRBR Layout
Super built-up  Area,3 BHK,3,2,3,10000000,1550,Yes,Yes,No,1,Sarjapur  Road
Super built-up  Area,3 BHK,3,1,2,8600000,1600,No,No,No,0,
Built-up  Area,2 BHK,2,2,1,5500000,1160,Yes,No,Yes,0,Ashwini layout
Built-up  Area,4 BHK,4,1,3,31500000,4144,Yes,Yes,Yes,0,Whitefield
Super built-up  Area,3 BHK,3,2,2,12500000,2100,No,Yes,No,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,2,1,6930000,1404,No,Yes,No,1,Vittasandra
Plot  Area,4 BHK,4,2,3,22500000,2230,Yes,No,Yes,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,2,,12000000,1544,Yes,Yes,Yes,0,Marathalli bridge
Super built-up  Area,3 BHK,2,2,1,5870000,1305,Yes,Yes,No,1,Banashankari Stage III
Super built-up  Area,2 BHK,2,2,2,8000000,1230,Yes,Yes,No,0,Marathahalli
Plot  Area,2 BHK,2,1,0,6500000,1200,Yes,Yes,Yes,0,T.C PALYA
Super built-up  Area,3 BHK,3,2,1,7300000,1460,Yes,Yes,No,1,Harlur
Plot  Area,3 BHK,2,2,2,3418500,1800,No,Yes,No,1,Sarjapur  Road
Built-up  Area,2 BHK,2,2,3,4500000,967,No,No,Yes,0,Gottigere
Built-up  Area,1 BHK,1,1,1,3600000,540,Yes,No,Yes,1,Byatarayanapura
Super built-up  Area,1 BHK,1,1,2,4600000,715,Yes,No,Yes,1,Hormavu
Super built-up  Area,3 BHK,3,1,2,31300000,2500,No,Yes,Yes,0,Whitefield
Super built-up  Area,3 BHK,3,1,1,18000000,1578,No,Yes,Yes,0,Dooravani Nagar
Super built-up  Area,2 BHK,2,2,1,4895000,1020,No,Yes,No,1,Mysore Road
Super built-up  Area,2 BHK,2,2,1,4000000,1020,No,Yes,Yes,0,Jigani
Super built-up  Area,2 BHK,2,2,1,10200000,1253,No,Yes,Yes,0,Koramangala
Super built-up  Area,2 BHK,2,1,2,4200000,1180,No,No,No,1,JCR Layout
Super built-up  Area,2 BHK,2,2,2,3800000,961,Yes,Yes,No,0,Nehru Nagar
Built-up  Area,3 BHK,3,1,3,7500000,1419,Yes,Yes,No,0,Kanakapura
Super built-up  Area,3 BHK,3,2,2,15000000,1709,Yes,Yes,Yes,1,Harlur
Plot  Area,2 BHK,2,2,0,11500000,1600,No,No,Yes,1,Papareddipalya
Super built-up  Area,1 BHK,1,0,1,1850000,550,Yes,No,Yes,1,Venkatapura
Carpet  Area,2 BHK,2,1,2,9800000,1100,No,No,No,0,Sanjay nagar
Super built-up  Area,3 BHK,2,2,1,6500000,1430,No,Yes,No,1,HSR Layout
Super built-up  Area,2 BHK,2,2,2,4500000,1260,No,Yes,No,1,Sneha Colony
